Name,Current price,Change(%),Open,High,Low,Volume
COGENT COMMUNICATIONS HLD.,59.14,1.11,58.6,59.28,58.43,284559
ACLARION INC.,0.3125,13.55,0.32,0.3299,0.311,283462
SIMMONS FIRST NATIONAL,17.65,0.74,17.66,17.81,17.41,283187
GOLDEN ENTERTAINMENT INC.,28.71,1.06,28.65,28.97,28.36,282208
HUB GROUP INC.,43.21,2.1,42.68,43.26,42.42,282117
KEARNY FINANCIAL,5.67,11.05,5.74,5.75,5.61,282106
TETRA TECH INC.,217.88,0.81,217.15,218.97,215.2,281469
DESIGN THERAPEUTICS INC.,4.36,8.19,4.06,4.41,4.06,280961
UPBOUND GROUP INC.,30.93,1.91,30.53,30.95,30.37,280922
IRHYTHM TECHNOLOGIES INC.,88.94,1.02,88.1,90.36,87.02,279641
XOMETRY INC.,15.85,1.73,15.69,16.11,15.52,279570
POWER INTEGRATIONS INC.,77.19,1.26,77.38,78.25,76.67,279495
1-800-FLOWERS.COM INC.,9.42,1.18,9.4,9.55,9.33,279255
ARS PHARMACEUTICALS INC.,8.98,2.05,8.8,9.14,8.76,279152
ENERGY RECOVERY INC.,13.58,2.18,13.38,13.59,13.34,279045
STAAR SURGICAL CO.,41.16,12.4,42.2,42.2,40.96,277436
TRINITY CAPITAL INC.,14.78,0.89,14.66,14.79,14.66,276498
AMMO INC.,2.5,5.04,2.39,2.5,2.39,275532
POTLATCHDELTIC CORP.,42.75,0.0,43.17,43.17,42.55,275465
BEAMR IMAGING,5.09,10.59,5.2,5.23,5.06,275134
CODEXIS INC.,3.17,11.55,3.25,3.25,3.1,275064
WALKME,9.22,5.73,8.74,9.26,8.71,274056
CLENE INC.,0.351,0.78,0.364,0.3642,0.34,273660
LARIMAR THERAPEUTICS INC.,7.08,15.22,7.45,7.52,7.0,273430
DYADIC INTERNATIONAL INC.,1.95,14.71,1.74,2.0,1.66,273064
UROGEN PHARMA,13.24,3.04,12.93,13.37,12.67,272413
PULMONX CORP.,8.07,13.7,8.4,8.92,7.95,272255
ANAPTYSBIO INC.,23.91,14.21,24.91,25.22,23.87,271939
CHIMERIX INC.,0.938,10.45,0.93,0.9422,0.925,271830
SEALSQ CORP,1.07,7.0,1.05,1.08,1.02,271715
INNOVIVA INC.,15.78,10.06,15.88,15.88,15.72,271452
BIG 5 SPORTING GOODS,3.22,10.62,3.24,3.26,3.13,270988
JOYY INC. ADS,32.54,0.25,32.6,32.91,32.27,269961
EAGLE BANCORP INC.,18.59,12.77,19.28,19.28,18.5,269953
CORSAIR GAMING INC.,11.3,0.98,11.28,11.47,11.23,268978
INTELLIGENT GROUP,1.2,13.23,1.22,1.3,1.18,268896
JIUZI HOLDINGS INC.,0.34,13.13,0.3475,0.36,0.323,268714
CENTURY CASINOS INC.,2.65,1.15,2.63,2.67,2.61,267789
PERFICIENT INC.,73.81,0.14,73.75,73.86,73.72,267468
ALKAMI TECHNOLOGY INC.,27.4,1.75,27.09,27.53,26.59,267454
REVIVA PHARMACEUTICALS HLD.,1.53,5.52,1.43,1.55,1.39,267275
IDEXX LABORATORIES INC.,516.5,0.08,518.9,524.35,514.3,267200
UNIVERSAL DISPLAY,176.59,1.28,175.81,178.85,175.11,266853
A-MARK PRECIOUS METALS INC.,38.0,10.99,38.64,39.19,37.93,266662
LIVEONE INC.,1.76,4.14,1.67,1.81,1.66,266052
WHOLE EARTH BRANDS INC.,4.82,0.0,4.81,4.82,4.8,265543
AADI BIOSCIENCE INC.,1.84,1.1,1.83,1.88,1.81,265516
LIGHTBRIDGE CORP.,2.81,1.81,2.77,2.97,2.77,265271
STERLING INFRASTRUCTURE INC.,126.47,0.83,126.99,128.29,126.33,264990
EMCORE CORP.,0.944,13.54,0.999,1.0,0.927,264743
DOCEBO INC.,35.78,10.06,35.75,36.25,35.5,263699
CONTEXTLOGIC INC.,5.29,0.76,5.22,5.37,5.19,263630
SHENGFENG DEVELOPMENT,2.07,6.7,1.9,2.08,1.9,263233
MARPAI INC.,1.94,12.02,2.01,2.08,1.91,263165
SOLIDION TECHNOLOGY INC.,2.42,17.48,2.25,2.42,2.16,262486
TENAYA THERAPEUTICS INC.,4.54,4.13,4.4,4.6,4.23,262024
ALDEYRA THERAPEUTICS INC.,3.91,3.17,3.82,3.95,3.75,260694
PATRIA INVESTMENTS,13.01,2.28,12.73,13.01,12.71,260407
HYZON MOTORS INC.,0.5076,10.86,0.51,0.524,0.502,260067
KURA ONCOLOGY INC.,21.17,11.21,21.55,21.89,21.16,260061
ALECTOR INC.,4.99,15.13,5.27,5.35,4.97,259980
EDIBLE GARDEN AG INC.,2.18,14.39,2.18,2.24,2.12,259809
REGENERON PHARMACEUTICALS INC.,985.02,0.45,984.04,995.41,983.16,259279
ERAYAK POWER SOLUTION GROUP,0.951,18.02,0.8,1.03,0.77,259195
RAMACO RESOURCES INC.,14.13,0.64,14.14,14.28,13.98,258944
GREAT LAKES DREDGE & DOCK,9.2,0.44,9.22,9.22,8.99,257899
ECARX HOLDINGS INC.,1.15,16.5,1.22,1.25,1.1,257651
VAREX IMAGING CORP.,14.79,0.75,14.77,14.95,14.58,257523
NUVALENT INC.,67.95,1.9,67.34,68.66,66.48,257304
CECO ENVIRONMENTAL,25.94,4.3,25.09,26.04,24.94,256786
CELLECTAR BIOSCIENCES INC.,3.11,1.63,3.06,3.11,3.02,256460
IES HOLDINGS INC.,160.5,1.15,160.31,162.38,158.79,256305
INSEEGO CORP.,7.5,13.81,6.66,7.63,6.66,255260
PHUNWARE INC.,6.89,5.19,6.59,7.15,6.51,255032
EVOLUS INC.,12.51,0.48,12.51,12.74,12.41,254903
PRAXIS PRECISION MEDICINES,44.08,3.21,42.76,44.08,41.76,254662
CORMEDIX INC.,5.12,0.2,5.16,5.18,5.04,254639
NUTEX HEALTH INC.,0.7456,0.76,0.72,0.7594,0.717,253766
TTEC HOLDINGS INC.,6.31,12.02,6.47,6.61,6.31,253517
DAVE INC.,42.17,13.28,43.78,44.54,41.74,253436
TANTECH HOLDINGS,0.6399,11.54,0.6417,0.7,0.6212,253135
VERICEL CORP.,48.23,0.5,48.33,48.49,47.51,252960
MAXCYTE INC.,4.54,0.0,4.47,4.61,4.43,252425
AIR TRANSPORT SERVICES GROUP,13.49,1.43,13.42,13.56,13.32,251072
HEART TEST LABORATORIES INC.,6.2,12.12,5.53,6.59,5.52,250982
ONCOLYTICS BIOTECH INC.,1.09,2.83,1.09,1.11,1.06,250852
AMERICAN SOFTWARE INC.,10.7,10.93,10.84,10.84,10.69,250664
ASCENDIS PHARMA A/S ADS,130.41,0.75,129.26,131.17,126.79,250225
RESOURCES CONNECTION INC.,11.16,0.63,11.2,11.2,11.04,249928
HARROW INC.,17.89,2.23,17.5,17.95,17.07,249439
HILLEVAX INC.,12.89,11.45,13.18,13.31,12.75,249418
MOVANO INC.,0.451,9.2,0.4117,0.59,0.4017,249153
DESTINATION XL GROUP INC.,3.64,5.81,3.43,3.65,3.43,248924
TACTILE SYSTEMS TECHNOLOGY,12.86,0.63,12.87,12.96,12.62,248703
WILLIS TOWERS WATSON PUBLIC,253.2,0.28,253.0,254.1,251.19,248218
WORKSPORT LTD.,0.545,10.91,0.531,0.5766,0.53,247979
RADWARE,20.13,10.05,20.14,20.28,20.06,247493
AGILYSYS INC.,104.05,2.41,101.47,104.88,100.71,245438
SEANERGY MARITIME HLD.,12.01,11.23,12.2,12.57,11.92,244957
MASTERCRAFT BOAT HLD.,21.39,4.24,20.75,21.62,20.54,244138
BAOZUN INC. ADS,2.71,13.9,2.82,2.86,2.7,243532
POOL CORP.,362.46,10.72,366.48,367.69,362.14,243351
RUSH ENTERPRISES INC.,44.55,1.76,44.2,44.76,43.89,243265
THE SHYFT GROUP INC.,12.53,10.71,12.62,12.62,12.35,243020
ALTAIR ENGINEERING INC.,92.9,2.36,90.85,92.98,90.85,242969
KALVISTA PHARMACEUTICALS INC.,11.3,0.09,11.3,11.45,11.15,242589
PROGRESS SOFTWARE,50.31,10.53,50.62,50.72,50.05,241861
MISSION PRODUCE INC.,12.25,10.33,12.32,12.32,12.14,241537
BRENMILLER ENERGY LTD,1.45,16.45,1.54,1.54,1.3,241138
ONESPAWORLD HOLDINGS,15.16,0.07,15.23,15.37,14.98,240980
PERDOCEO EDUCATION,23.34,1.92,22.98,23.34,22.84,240587
TARSUS PHARMACEUTICALS INC.,35.01,13.18,36.0,37.09,34.93,240309
PUMA BIOTECHNOLOGY INC,4.0,0.25,4.0,4.03,3.88,239985
SILICON MOTION TECHNOLOGY,78.69,0.65,78.06,79.14,77.53,239598
MEREO BIOPHARMA GROUP PLC ADS,2.95,0.68,2.94,3.07,2.89,239459
SKYWEST INC.,75.05,1.97,74.0,75.14,73.6,238693
BIOVENTUS INC.,6.37,0.63,6.34,6.41,6.26,238478
BIOLIFE SOLUTIONS INC.,21.72,2.99,21.36,21.92,20.87,237623
NEWGENIVF GROUP LTD.,1.06,17.02,1.14,1.17,1.04,237613
CONSOLIDATED COMMUNICATIONS HLD.,4.32,0.0,4.33,4.34,4.31,236734
POPULAR INC.,89.22,0.89,88.71,89.31,88.71,236235
ALARM.COM HOLDINGS INC.,67.11,10.45,67.78,67.78,66.78,236153
YATRA ONLINE INC.,1.59,3.92,1.54,1.59,1.49,236146
CSG SYSTEMS INTERNATIONAL INC.,42.22,0.33,42.43,42.43,41.65,235864
MARTEN TRANSPORT,17.65,0.23,17.73,17.73,17.5,235725
CAPRICOR THERAPEUTICS INC.,5.99,11.32,6.02,6.07,5.9,235713
CERAGON NETWORKS,2.7,1.5,2.65,2.79,2.62,235551
EXPENSIFY INC.,1.71,3.01,1.66,1.72,1.63,235237
AXOGEN INC.,6.27,2.62,6.13,6.28,6.05,235047
INOZYME PHARMA INC.,4.57,0.22,4.59,4.62,4.47,234398
FOSSIL GROUP INC.,1.3,2.36,1.3,1.35,1.29,233875
HARMONY BIOSCIENCES HLD.,29.95,2.04,29.59,30.11,29.05,233847
REPAY HOLDINGS CORP.,9.77,10.61,9.88,9.95,9.72,232580
KORNIT DIGITAL,14.41,10.55,14.56,14.56,14.13,232233
COMPASS PATHWAYS PLC ADS,7.48,0.27,7.51,7.61,7.45,231375
MAWSON INFRASTRUCTURE GROUP,1.33,10.83,1.2,1.39,1.19,230724
COUCHBASE INC.,26.54,0.99,26.28,27.07,26.28,230639
AUDIOEYE INC.,23.98,15.12,20.91,24.24,20.91,230604
MSP RECOVERY INC.,0.6992,10.94,0.6985,0.7089,0.682,230403
NB BANCORP INC.,15.44,2.05,15.18,15.53,15.14,230367
DIODES INC.,73.57,1.57,73.58,73.61,72.68,229963
LINDBLAD EXPEDITIONS HLD.,8.14,0.62,8.09,8.23,8.02,228763
CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,0.31,4.59,0.311,0.3298,0.2969,228650
OUTLOOK THERAPEUTICS INC.,7.9,4.91,7.59,7.95,7.38,228601
ICHOR HOLDINGS,38.74,0.86,38.66,38.99,38.27,228446
OXFORD SQUARE CAPITAL,3.09,0.32,3.07,3.11,3.06,227471
CAPITAL SOUTHWEST,25.81,1.81,25.5,25.95,25.38,227210
VINCERX PHARMA INC.,0.6838,12.81,0.7033,0.7052,0.6711,226709
APOLLOMICS INC.,0.2524,14.75,0.266,0.2725,0.25,226700
AMPHASTAR PHARMACEUTICALS INC.,43.26,10.21,43.35,43.75,42.91,226682
JACK HENRY & ASSOCIATES INC.,168.61,0.17,168.26,168.73,167.23,226664
UNIQURE N.V.,4.76,0.0,4.86,4.88,4.72,225844
THRYV HOLDINGS INC.,21.19,3.72,20.55,21.33,20.39,225250
ETON PHARMACEUTICALS INC.,3.58,10.56,3.64,3.65,3.54,224449
STRONGHOLD DIGITAL MINING INC.,3.06,6.99,2.92,3.12,2.88,224001
VERITEX HOLDINGS INC.,20.6,0.44,20.73,20.73,20.44,223873
GLOBAL MOFY METAVERSE,0.8601,12.39,0.9,0.9,0.8511,223813
ROYAL GOLD INC.,128.51,10.13,129.69,130.45,128.19,223759
VIEMED HEALTHCARE INC.,7.06,2.32,6.89,7.14,6.88,223733
LEXARIA BIOSCIENCE,3.12,8.33,2.87,3.19,2.86,223654
ROOT INC.,55.5,10.73,56.0,57.39,55.06,222843
ILEARNINGENGINES INC.,5.9,10.07,5.5,6.34,5.12,222746
INOVIO PHARMACEUTICALS INC.,11.0,0.36,10.96,11.18,10.8,222504
NORDSON CORP.,237.94,0.02,238.0,239.4,236.43,222190
PROTARA THERAPEUTICS INC.,2.8,1.45,2.77,2.87,2.68,222179
MESA AIR GROUP INC.,1.19,3.48,1.15,1.21,1.1,220698
WEREWOLF THERAPEUTICS INC.,4.88,15.43,5.1,5.56,4.84,220666
ANIXA BIOSCIENCES INC.,2.41,19.4,2.63,2.64,2.4,220663
TEXAS CAPITAL BANCSHARES INC.,59.46,1.29,59.1,59.48,58.67,220456
TSCAN THERAPEUTICS INC.,8.41,13.33,8.75,8.75,8.27,220362
CHECKPOINT THERAPEUTICS INC.,1.84,0.0,1.84,1.9,1.81,219143
ICU MEDICAL INC.,101.68,12.5,104.69,104.69,101.09,218119
QUANTERIX CORP.,16.42,10.85,16.56,16.71,16.12,217847
CBAK ENERGY TECHNOLOGY INC.,1.3,13.04,1.15,1.32,1.15,216871
MARTIN MIDSTREAM PARTNERS L.P.,3.11,3.67,3.05,3.15,2.99,216526
MARKETAXESS HOLDINGS INC.,216.89,1.12,214.33,217.32,213.14,215875
TIVIC HEALTH SYSTEMS INC.,0.4049,11.24,0.4,0.414,0.395,215830
XIAO-I CORP.,1.02,12.86,1.06,1.07,1.0,215483
AEROVATE THERAPEUTICS INC.,17.09,10.23,17.35,18.09,16.61,215013
PLUM ACQUISITION,10.82,0.19,10.81,10.82,10.81,214837
DIGI INTERNATIONAL INC.,24.87,0.16,25.06,25.14,24.65,214595
LENZ THERAPEUTICS INC.,15.7,10.13,15.09,16.26,15.09,214482
BLACKBAUD INC.,79.32,0.14,79.59,79.59,78.29,214471
ANGIODYNAMICS INC.,6.17,0.82,6.27,6.27,6.06,214155
MERIT MEDICAL SYSTEMS INC.,81.92,1.26,81.42,82.06,80.79,213820
CATHAY GENERAL BANCORP,36.24,0.36,36.33,36.33,36.04,213814
KELLY SERVICES INC.,22.18,10.36,22.44,22.45,22.03,213577
LUNA INNOVATIONS INC.,3.05,2.01,3.01,3.17,2.98,213457
SCANSOURCE INC.,49.63,0.02,49.98,50.56,49.38,213055
PRIORITY TECHNOLOGY HLD.,4.46,6.7,4.16,4.68,4.16,212809
TARGET HOSPITALITY,11.35,0.8,11.32,11.39,11.23,212641
SAFE AND GREEN DEVELOPMENT,0.54,3.81,0.5412,0.59,0.53,212572
HUDSON TECHNOLOGIES INC.,9.52,10.31,9.58,9.64,9.49,212162
ADVERUM BIOTECHNOLOGIES INC.,7.6,12.94,7.82,7.82,7.56,212071
KLX ENERGY SERVICES HLD.,5.01,0.8,5.0,5.08,4.83,211876
ELIEM THERAPEUTICS INC,7.41,10.4,7.42,7.74,7.03,210994
INOGEN INC,8.81,6.79,8.26,8.91,8.17,210205
INFLARX N.V.,1.44,12.7,1.49,1.51,1.43,209759
SI-BONE INC.,13.55,1.04,13.44,13.78,13.34,209176
PULSE BIOSCIENCES INC,11.37,14.85,11.71,11.99,10.74,208655
SANDY SPRING BANCORP INC.,23.16,10.69,23.49,23.49,23.11,208218
SUNCAR TECHNOLOGY GROUP INC.,8.22,10.96,8.5,8.64,7.95,208205
CAESARSTONE,5.84,0.52,5.8,5.88,5.21,207851
INNODATA INC.,12.96,0.54,13.0,13.36,12.77,207028
ZUMIEZ INC.,18.4,4.55,17.75,18.42,17.52,206968
HIGHPEAK ENERGY INC.,14.92,1.5,14.73,15.03,14.57,206599
REGULUS THERAPEUTICS INC.,2.02,5.21,1.92,2.04,1.92,206445
SHOE CARNIVAL INC.,37.07,2.15,36.94,37.35,36.26,206028
ZEBRA TECHNOLOGIES,327.0,0.91,325.31,327.0,322.6,205382
MILLICOM INTERNATIONAL CELLULAR S.A.,24.09,1.43,24.14,24.17,23.78,205346
ACUMEN PHARMACEUTICALS INC.,3.4,0.0,3.41,3.48,3.29,205129
UMB FINANCIAL CORP.,82.8,0.78,82.88,83.16,81.81,205105
AMERICAN LITHIUM,0.704,1.22,0.691,0.7245,0.691,204998
CUE BIOPHARMA INC.,1.63,16.32,1.75,1.75,1.62,202834
ESTABLISHMENT LABS HLD.,53.54,0.83,53.2,54.52,52.48,202579
BIOTE CORP.,6.35,7.63,5.98,6.55,5.97,202120
RELIANCE GLOBAL GROUP INC.,0.2737,1.9,0.264,0.2737,0.2632,201883
FIDUS INVESTMENT,19.89,0.51,19.84,19.91,19.77,201788
H&E EQUIPMENT SERVICES INC.,48.47,1.89,47.99,48.77,47.85,201622
SPARTANNASH COMPANY,20.43,10.58,20.66,20.66,20.33,200934
RIBBON COMMUNICATIONS INC.,3.11,11.89,3.19,3.21,3.06,200820
KOSS CORP.,5.01,0.0,4.99,5.24,4.71,199643
U.S. GOLD CORP.,5.94,9.8,5.46,5.99,5.46,199604
SEACOAST BANKING,23.21,0.22,23.26,23.29,22.96,199093
AEROVIRONMENT INC.,199.77,1.3,197.91,200.0,197.36,198709
CHROMADEX CORP.,3.12,14.0,3.24,3.26,3.06,198351
IMPINJ INC.,166.3,11.3,169.46,171.0,165.86,198163
APPFOLIO INC.,230.4,11.87,235.71,235.71,229.43,197424
FSD PHARMA,0.3498,12.48,0.3532,0.3699,0.335,197214
ENCORE WIRE CORP.,278.69,0.63,278.3,279.61,277.84,196702
PMV PHARMACEUTICALS INC.,2.04,0.49,2.03,2.06,2.0,196626
AMERICAN REBEL HLD.,0.374,18.78,0.3951,0.4,0.368,196524
IGM BIOSCIENCES INC.,9.55,14.98,10.31,10.37,9.44,196359
EVERCOMMERCE INC.,10.06,12.8,10.42,10.42,9.77,195252
KINIKSA PHARMACEUTICALS,19.05,10.63,19.29,19.52,19.03,194460
CALAMOS GLOBAL DYNAMIC,6.67,0.3,6.67,6.79,6.66,194441
SELECTIVE INSURANCE GROUP INC.,96.6,0.26,96.98,97.25,95.47,194439
SYNAPTICS INC.,90.58,2.19,89.34,90.7,89.06,194324
PROFIRE ENERGY INC.,1.52,10.65,1.53,1.55,1.47,194024
ALLOVIR INC.,0.757,1.41,0.7784,0.781,0.75,193910
UTIME LTD.,0.4257,2.5,0.43,0.438,0.401,193844
LANDSTAR SYSTEM INC.,180.08,0.5,179.73,180.98,178.03,193476
XENON PHARMACEUTICALS INC.,38.37,10.23,38.34,40.12,38.11,193372
AMERIS BANCORP,48.02,0.44,48.17,48.58,47.6,193131
KYVERNA THERAPEUTICS INC.,13.0,4.59,12.32,13.44,12.2,192988
AMERICAN BATTERY TECHNOLOGY CO.,1.44,0.7,1.46,1.46,1.43,192777
PYXIS ONCOLOGY INC.,3.81,10.26,3.81,3.96,3.74,192650
ONTRAK INC.,0.2703,10.63,0.27,0.275,0.265,192565
ORTHOFIX MEDICAL INC.,14.89,0.13,14.92,14.95,14.55,191691
DIGIMARC CORP.,27.02,1.08,26.84,27.75,26.62,191022
CARISMA THERAPEUTICS INC.,1.35,7.14,1.32,1.36,1.26,190603
AMERICAN RESOURCES,1.25,10.79,1.25,1.27,1.24,190267
LIBERTY LATIN AMERICA,8.54,11.04,8.68,8.7,8.53,190087
ARCTURUS THERAPEUTICS HLD.,30.41,12.56,31.38,31.64,30.27,190028
ELEDON PHARMACEUTICALS INC.,2.82,12.42,2.88,2.89,2.57,189162
AFFIMED N.V.,4.19,111.04,4.71,4.71,4.16,188941
MR. COOPER GROUP INC.,82.52,1.02,81.94,82.94,81.75,188012
SPAR GROUP INC.,2.38,3.93,2.32,2.39,2.22,187942
ASTRANA HEALTH INC.,39.97,6.05,38.04,40.16,36.61,187292
ARGO BLOCKCHAIN PLC ADS,1.37,0.0,1.39,1.42,1.33,186900
CASEYS GENERAL STORES INC.,343.14,1.46,339.74,344.61,337.44,185591
TFS FINANCIAL CORP.,12.94,1.01,12.9,13.03,12.86,184935
COMMVAULT SYSTEMS INC.,110.6,10.03,111.11,111.69,109.92,184668
HORIZON TECHNOLOGY FINANCE,11.68,1.48,11.53,11.68,11.52,184302
METHANEX CORP.,52.86,1.11,52.64,52.94,52.05,184293
NORTHWESTERN ENERGY GROUP INC.,51.02,10.29,51.54,51.54,50.97,183934
INFLECTION POINT ACQUISITION,10.52,10.19,10.54,10.55,10.52,183727
SILICON LABORATORIES INC.,127.8,2.88,126.19,129.14,125.51,183615
IMMUNEERING CORP.,1.39,12.11,1.44,1.45,1.36,183493
PINNACLE FINANCIAL PARTNERS,79.38,0.67,79.17,79.47,78.49,183389
GENTHERM INC,49.21,2.52,48.54,49.62,47.87,182672
AN2 THERAPEUTICS INC.,2.02,0.5,2.01,2.1,1.92,182436
NIU TECHNOLOGIES ADS,2.01,1.01,2.0,2.04,1.98,181839
NOVA,213.61,1.35,211.99,217.57,210.96,181677
MALIBU BOATS INC.,36.1,1.92,35.89,36.44,35.03,181585
ALGOMA STEEL GROUP INC.,7.91,0.76,7.86,7.93,7.8,181575
RALLYBIO CORP.,1.56,13.11,1.61,1.65,1.56,180887
EPLUS INC.,78.18,11.33,79.66,79.82,77.74,180799
XPEL INC.,35.18,5.3,33.65,35.24,33.65,180773
LEAP THERAPEUTICS INC.,2.38,13.64,2.49,2.53,2.34,180662
CONTEXT THERAPEUTICS INC.,2.0,2.56,1.96,2.0,1.93,180288
THE9 LTD.,8.1,16.36,9.19,9.26,7.72,180202
SAVERONE 2014,0.594,18.8,0.51,0.61,0.4901,180095
HOLLYSYS AUTOMATION TECHNOLOGIES,22.22,0.77,22.0,22.22,21.94,179953
SHIMMICK CORP.,1.58,5.33,1.55,1.58,1.5,179948
CONCRETE PUMPING HLD.,7.14,3.63,6.96,7.18,6.82,179842
PRA GROUP INC.,21.74,0.14,21.79,21.93,21.57,179593
WINTRUST FINANCIAL,97.7,0.93,97.57,97.75,96.24,178613
WSFS FINANCIAL CORP.,43.97,0.39,44.15,44.22,43.56,177117
TURTLE BEACH CORP.,16.35,3.09,15.93,16.56,15.9,176907
IPG PHOTONICS CORP.,85.63,10.46,86.46,86.6,85.17,175932
UFP INDUSTRIES INC.,120.14,1.42,119.09,120.44,118.34,175646
MAMA S CREATIONS INC.,6.88,1.78,6.8,6.88,6.74,175451
FOGHORN THERAPEUTICS INC.,5.64,16.16,6.01,6.14,5.6,175231
HELEN OF TROY LTD.,104.78,1.2,104.41,104.99,103.66,175217
MESOBLAST LTD.,8.17,0.25,8.1,8.21,8.0,175119
INOTIV INC.,2.0,1.01,2.05,2.08,1.98,174712
NEXXEN INTERNATIONAL,6.18,1.81,6.25,6.26,6.17,174280
SPS COMMERCE INC.,193.86,0.26,193.86,194.57,191.11,173808
TEMPEST THERAPEUTICS INC.,3.24,0.93,3.25,3.27,3.16,173795
ATLANTA BRAVES HLD.,38.93,2.99,38.06,39.02,37.76,173728
CALAMOS STRATEGIC TOT RTN.,16.46,1.11,16.22,16.49,16.22,173166
HYCROFT MINING HOLDING,3.57,6.89,3.37,3.63,3.35,172642
DAVIS COMMODITIES,1.03,19.65,1.11,1.13,1.0,172532
THE LOVESAC COMPANY,26.45,0.61,26.56,26.56,26.06,172162
MONDEE HOLDINGS INC.,2.3,6.98,2.18,2.3,2.13,171931
NANO LABS LTD,0.5425,14.97,0.5803,0.5856,0.538,171442
RICHTECH ROBOTICS INC.,1.13,12.59,1.16,1.19,1.1,171192
AIRSHIP AI HOLDINGS INC,3.98,2.84,4.01,4.1,3.88,170799
SHATTUCK LABS INC.,7.49,0.0,7.39,7.63,7.27,170307
PRICESMART INC.,83.8,0.75,83.24,83.91,82.69,170172
CONNEXA SPORTS TECHNOLOGIES,0.736,10.11,0.74,0.77,0.7207,169815
CENTRAL GARDEN & PET CO.,39.09,0.0,39.38,39.38,38.86,169276
CORVUS PHARMACEUTICALS INC.,2.06,10.48,2.09,2.11,2.0,169009
OPTIMIZERX CORP.,12.94,5.2,12.45,13.19,12.26,168923
ENACT HOLDINGS INC.,30.9,0.78,30.84,31.19,30.81,167700
PALLADYNE AI CORP.,1.96,1.55,1.93,2.04,1.89,167576
LONGBOARD PHARMACEUTICALS INC.,18.8,10.74,19.35,19.35,18.41,167002
ZAPP ELECTRIC VEHICLES GROUP,0.98,13.92,1.02,1.09,0.86,167002
THE CHEFS WAREHOUSE INC.,38.2,10.7,38.5,38.71,37.75,166838
CARLYLE SECURED LENDING,17.91,1.36,17.75,17.99,17.7,166232
VISTEON CORP.,109.85,0.97,109.37,110.31,108.88,166170
MONTAUK RENEWABLES INC.,5.17,1.97,5.1,5.2,5.02,165502
SMITH & WESSON BRANDS INC.,16.11,10.19,16.22,16.24,16.08,165199
THE REAL GOOD FOOD CO.,0.5429,11.95,0.5419,0.57,0.52,165166
ZEVRA THERAPEUTICS INC.,4.66,3.79,4.59,4.67,4.55,164760
ARGENX SE ADS,367.07,1.68,361.01,368.15,358.8,164614
NORTHFIELD BANCORP INC.,9.0,0.0,9.07,9.41,8.86,164592
HESAI GROUP ADS,4.64,2.43,4.52,4.7,4.52,164564
NRX PHARMACEUTICALS INC.,3.95,9.12,3.64,4.03,3.57,164488
BRIGHTCOVE INC.,2.13,2.4,2.09,2.14,2.06,164281
STEALTHGAS INC.,7.37,7.28,6.99,7.38,6.99,163237
ACHIEVE LIFE SCIENCES INC.,5.41,0.0,5.47,5.58,5.35,163176
CORBUS PHARMACEUTICALS HLD.,45.02,8.8,40.97,45.53,40.36,162732
REALPHA TECH CORP.,0.9262,12.0,0.94,0.9599,0.9161,162610
FLUSHING FINANCIAL,13.16,0.38,13.13,13.28,13.06,162606
SCYNEXIS INC.,2.35,4.91,2.33,2.43,2.26,162410
MOBILICOM LTD.,0.8406,16.61,0.91,0.91,0.8003,162262
STRATEGIC EDUCATION INC.,114.8,10.82,116.15,116.25,114.43,162237
GIBRALTAR INDUSTRIES INC.,73.48,2.27,71.99,73.68,71.61,161883
VCI GLOBAL LTD.,0.831,10.24,0.82,0.87,0.8,161783
HERITAGE COMMERCE CORP,8.15,0.0,8.21,8.32,8.11,161740
SPECTRAL AI INC.,1.62,10.61,1.65,1.69,1.58,161479
NERDWALLET INC.,13.73,1.93,13.58,13.81,13.55,161370
ALPHA AND OMEGA SEMICONDUCTOR,28.34,4.0,27.46,28.9,27.33,161271
FIRST BUSEY CORP.,22.91,0.44,22.87,22.94,22.67,161249
BOWMAN CONSULTING GROUP,33.1,4.58,32.33,33.74,32.0,161151
FREIGHT TECHNOLOGIES INC.,0.66,12.68,0.6679,0.67,0.6501,161030
GREENIDGE GENERATION HLD.,2.93,4.27,2.83,2.95,2.78,160894
LIGAND PHARMACEUTICALS INC.,86.4,1.75,85.6,86.65,84.68,160612
JUNEE LTD.,4.25,0.71,4.43,4.43,4.2,159936
WHEELER REAL ESTATE INVESTMENT TRUST,2.11,15.93,1.88,2.28,1.88,159817
LSI INDUSTRIES INC.,15.97,3.1,15.59,15.97,15.49,159799
EXICURE INC.,0.33,126.34,0.42,0.42,0.3145,159350
CAVCO INDUSTRIES INC.,347.88,11.86,351.54,351.54,336.52,159208
AMERISAFE INC.,44.59,0.47,44.62,44.91,44.01,159197
AURA BIOSCIENCES INC.,7.03,14.22,7.39,7.41,7.0,159149
SCIENCE APPLICATIONS INTERNATIONAL,137.63,0.67,137.52,138.27,136.85,159073
DAKTRONICS INC.,11.3,2.36,11.11,11.33,11.06,159060
DATA STORAGE CORP.,6.97,11.7,6.33,6.97,6.12,159039
CINGULATE INC.,0.7887,14.4,0.8199,0.8465,0.7622,158811
QILIAN INTERNATIONAL HOLDING GROUP,0.868,31.54,0.678,0.9677,0.6404,158704
LONGEVERON INC.,1.1,11.79,1.1,1.14,1.09,158596
